"","artist","track","target","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"587","Austin Plaine","Never Come Back Again","like",0.597,0.68,"8",-8.813,"1",0.0259,0.179,2.55e-06,0.122,0.199,105.005,196166
"588","The Tallest Man On Earth","Rivers","like",0.562,0.25,"5",-11.977,"1",0.0325,0.959,0.000836,0.107,0.595,100.804,236854
"589","Ben Howard","Keep Your Head Up","like",0.508,0.596,"4",-9.034,"0",0.0334,0.439,9.84e-06,0.111,0.4,79.36,264547
"590","Ben Howard","Keep Your Head Up","like",0.508,0.596,"4",-9.034,"0",0.0334,0.439,9.84e-06,0.111,0.4,79.36,264547
"591","The Lumineers","Flowers in Your Hair","like",0.67,0.609,"7",-10.088,"1",0.0333,0.749,6.74e-05,0.227,0.573,127.463,109736
"592","The Lumineers","Flowers in Your Hair","like",0.67,0.609,"7",-10.088,"1",0.0333,0.749,6.74e-05,0.227,0.573,127.463,109736
"593","Bon Iver","29 #Strafford APTS","like",0.304,0.229,"4",-14.678,"1",0.033,0.971,0.408,0.109,0.155,80.118,245200
"594","The Oh Hellos","The Lament Of Eustace Scrubb","like",0.422,0.331,"1",-12.473,"0",0.0333,0.493,0.00719,0.35,0.0386,135.1,245778
"595","The Lumineers","Stubborn Love","like",0.598,0.56,"0",-11.679,"1",0.0375,0.607,0.0432,0.196,0.221,115.01,279000
"596","The Lumineers","Stubborn Love","like",0.598,0.56,"0",-11.679,"1",0.0375,0.607,0.0432,0.196,0.221,115.01,279000
"597","Little Chief","Mountain Song","like",0.224,0.464,"4",-10.379,"1",0.0293,0.155,0.364,0.0966,0.0641,79.627,296704
"598","Judah & the Lion","Our Love","like",0.635,0.448,"4",-10.126,"1",0.0361,0.281,0.00632,0.0563,0.275,134.126,287280
"599","Mangas Colorado","Call You Home","like",0.381,0.35,"0",-7.272,"1",0.032,0.218,0.000303,0.348,0.0956,112.494,316853
"600","The Avett Brothers","I And Love And You","like",0.494,0.268,"2",-10.063,"1",0.0315,0.816,9.74e-05,0.076,0.162,70.223,300840
"601","Kodaline","All I Want","like",0.209,0.412,"0",-9.733,"1",0.0443,0.172,0.15,0.0843,0.162,86.26,305747
"602","Kodaline","All I Want","like",0.209,0.412,"0",-9.733,"1",0.0443,0.172,0.15,0.0843,0.162,86.26,305747
"603","Stu Larsen","Thirteen Sad Farewells","like",0.647,0.402,"6",-9.922,"1",0.0353,0.443,0.000244,0.387,0.435,114.032,165613
"604","Alexi Murdoch","All My Days","like",0.42,0.434,"2",-10.95,"1",0.0309,0.803,0.69,0.0954,0.527,88.275,297120
"605","Bear's Den","Berlin","like",0.499,0.406,"1",-13.85,"1",0.0336,0.876,0.00767,0.0994,0.334,90.91,269233
"606","James Vincent McMorrow","We Don't Eat","like",0.432,0.372,"7",-12.494,"1",0.0481,0.91,0.0105,0.121,0.373,124.019,293800
"607","The Paper Kites","Paint","like",0.364,0.308,"4",-13.052,"1",0.0402,0.896,0.00227,0.123,0.389,73.331,191773
"608","Fleet Foxes","White Winter Hymnal","like",0.629,0.534,"6",-9.054,"0",0.0267,0.437,3.33e-06,0.328,0.649,124.964,147027
"609","NEEDTOBREATHE","HAPPINESS - Acoustic","like",0.65,0.454,"8",-7.85,"1",0.0287,0.365,0,0.297,0.327,97.996,222966
"610","Penny and Sparrow","Serial Doubter","like",0.261,0.376,"7",-11.451,"1",0.0329,0.829,0.0168,0.115,0.0628,119.914,204213
"611","Damien Jurado","Kola","like",0.656,0.0945,"4",-16.02,"1",0.048,0.969,0.00445,0.109,0.235,124.146,154787
"612","Family of the Year","Hero","like",0.341,0.539,"5",-5.76,"1",0.0265,0.213,6.44e-05,0.109,0.267,174.564,190280
"613","Family of the Year","Hero","like",0.341,0.539,"5",-5.76,"1",0.0265,0.213,6.44e-05,0.109,0.267,174.564,190280
"614","Family of the Year","Hero","like",0.341,0.539,"5",-5.76,"1",0.0265,0.213,6.44e-05,0.109,0.267,174.564,190280
"615","John Mayer","Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007","like",0.315,0.296,"5",-13.262,"1",0.0317,0.771,0,0.702,0.436,172.638,263573
"616","Passenger","Let Her Go","like",0.479,0.545,"7",-7.346,"1",0.0688,0.365,0,0.0963,0.244,74.897,252733
"617","John Mayer","The Heart of Life","like",0.496,0.238,"1",-11.026,"1",0.0301,0.958,0.0109,0.0875,0.349,175.96,198200
"618","Hozier","Cherry Wine - Live","like",0.415,0.11,"1",-14.901,"1",0.0388,0.951,0.00236,0.0962,0.234,81.876,240147
"619","Hozier","Cherry Wine - Live","like",0.415,0.11,"1",-14.901,"1",0.0388,0.951,0.00236,0.0962,0.234,81.876,240147
"620","Hozier","Cherry Wine - Live","like",0.415,0.11,"1",-14.901,"1",0.0388,0.951,0.00236,0.0962,0.234,81.876,240147
"621","Passenger","The Wrong Direction","like",0.692,0.661,"5",-6.357,"1",0.038,0.359,1.09e-06,0.102,0.782,127.986,221240
"622","Paramore","The Only Exception","like",0.452,0.563,"4",-6.607,"1",0.0272,0.144,0,0.143,0.209,137.715,267653
"623","Jon Boden","How Long Will I Love You","like",0.519,0.528,"7",-7.942,"1",0.0298,0.448,0.135,0.239,0.537,122.027,166187
"624","Tyler Ward","The Scientist","like",0.453,0.295,"7",-12.881,"1",0.0291,0.518,0.00011,0.293,0.14,146.022,276575
"625","Ben Howard","End Of The Affair","like",0.369,0.367,"2",-10.665,"0",0.0369,0.512,0.203,0.11,0.0496,136.095,466040
"626","The National","I Need My Girl","like",0.523,0.438,"0",-11.49,"0",0.0356,0.867,0.0723,0.123,0.106,126.028,245240
"627","The National","I Should Live in Salt","like",0.519,0.618,"5",-7.103,"1",0.0254,0.188,7.34e-06,0.106,0.139,134.036,248044
"628","Matt Simons","Catch & Release","like",0.635,0.453,"1",-9.302,"0",0.152,0.796,0.000147,0.145,0.643,86.834,240467
"629","James Bay","Let It Go","like",0.546,0.311,"1",-10.396,"1",0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533
"630","James Bay","Let It Go","like",0.546,0.311,"1",-10.396,"1",0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533
"631","Blind Pilot","Half Moon","like",0.543,0.534,"7",-8.872,"0",0.0329,0.207,0.00342,0.0945,0.43,150.221,208053
"632","Bon Iver","22 (OVER S88N)","like",0.298,0.112,"1",-15.765,"1",0.0353,0.972,0.0823,0.0935,0.0972,86.786,168000
"633","Troy Ramey","Rosary","like",0.474,0.316,"1",-10.647,"1",0.0436,0.864,0.000275,0.125,0.193,133.93,255249
"634","Amber Run","I Found","like",0.389,0.302,"7",-12.485,"0",0.0438,0.862,0.00567,0.104,0.234,124.956,273000
"635","Vance Joy","Riptide","like",0.484,0.731,"1",-6.694,"1",0.0379,0.431,0,0.151,0.51,101.654,204280
"636","Vance Joy","Mess Is Mine","like",0.595,0.723,"7",-8.256,"1",0.0349,0.047,0.0286,0.0995,0.272,108.043,223640
"637","The Lumineers","Ophelia","like",0.664,0.573,"5",-6.519,"1",0.0277,0.613,0.000363,0.0857,0.566,76.023,160097
"638","The Lumineers","Cleopatra","like",0.536,0.775,"8",-6.765,"1",0.0394,0.228,0.000143,0.0947,0.485,151.393,201413
"639","The Lumineers","Gun Song","like",0.683,0.713,"7",-5.512,"1",0.025,0.294,2.47e-05,0.0997,0.286,96.27,216547
"640","The Tallest Man On Earth","Love is All","like",0.624,0.252,"2",-11.502,"1",0.03,0.931,0.000423,0.104,0.367,107,255853
"641","The Tallest Man On Earth","Love is All","like",0.624,0.252,"2",-11.502,"1",0.03,0.931,0.000423,0.104,0.367,107,255853
"642","The Tallest Man On Earth","The Gardener","like",0.496,0.533,"3",-4.979,"0",0.0264,0.928,0,0.131,0.415,95.477,237000
"643","The Tallest Man On Earth","King of Spain","like",0.385,0.493,"8",-8.342,"1",0.0344,0.757,2.45e-06,0.116,0.375,131.615,206187
"644","The Tallest Man On Earth","The Dreamer","like",0.581,0.232,"0",-9.343,"1",0.0309,0.723,4.39e-05,0.111,0.349,84.861,245867
"645","The Tallest Man On Earth","1904","like",0.51,0.581,"0",-4.141,"1",0.0266,0.723,0,0.0996,0.594,104.622,239733
"646","The Tallest Man On Earth","I Won't Be Found","like",0.591,0.492,"10",-7.354,"1",0.0288,0.758,0,0.14,0.583,114.563,167533
"647","The Tallest Man On Earth","Time Of The Blue","like",0.587,0.343,"4",-9.6,"1",0.0311,0.947,0.00576,0.0995,0.468,91.973,226122
"648","The Tallest Man On Earth","Dark Bird Is Home","like",0.679,0.226,"8",-10.371,"1",0.0472,0.721,1.44e-05,0.208,0.571,79.998,304040
"649","The Tallest Man On Earth","Fields of Our Home","like",0.376,0.418,"7",-8.024,"1",0.0298,0.909,0.000112,0.105,0.337,151.294,267787
"650","The Tallest Man On Earth","Honey Won't You Let Me In","like",0.62,0.523,"4",-3.568,"1",0.0312,0.818,0,0.143,0.238,117.465,176760
"651","The Tallest Man On Earth","Darkness of the Dream","like",0.463,0.708,"9",-5.95,"1",0.0427,0.516,2.97e-06,0.156,0.651,119.969,300613
"652","The Tallest Man On Earth","Singers","like",0.339,0.383,"3",-7.851,"1",0.0375,0.916,1.21e-06,0.116,0.493,134.049,187507
"653","The Tallest Man On Earth","Slow Dance","like",0.511,0.721,"7",-6.418,"1",0.0822,0.712,0.0415,0.148,0.479,103.02,217427
"654","The Tallest Man On Earth","Timothy","like",0.317,0.736,"0",-4.567,"1",0.0395,0.715,0.000141,0.178,0.545,74.292,260427
"655","The Tallest Man On Earth","Sagres","like",0.425,0.716,"8",-5.083,"1",0.0323,0.694,0.00491,0.0779,0.429,143.882,314027
"656","The Tallest Man On Earth","Little Nowhere Towns","like",0.434,0.393,"7",-9.082,"1",0.0417,0.976,4.28e-05,0.0961,0.419,118.353,208760
"657","The Tallest Man On Earth","Beginners","like",0.69,0.585,"5",-7.238,"1",0.0327,0.888,3.47e-05,0.0951,0.682,118.443,195373
"658","The Tallest Man On Earth","Seventeen","like",0.461,0.607,"5",-6.22,"1",0.0295,0.581,0.000562,0.171,0.444,108.023,247427
"659","Drew Holcomb & The Neighbors","American Beauty","like",0.645,0.169,"9",-15.744,"1",0.0317,0.844,0.00019,0.109,0.178,167.826,158014
"660","Drew Holcomb & The Neighbors","The Morning Song","like",0.598,0.461,"11",-8.895,"1",0.026,0.274,0.000651,0.0899,0.412,83.931,278355
"661","Drew Holcomb & The Neighbors","Here We Go","like",0.669,0.695,"0",-9.389,"1",0.0335,0.0643,0.02,0.125,0.878,151.957,202172
"662","Drew Holcomb & The Neighbors","Live Forever","like",0.436,0.337,"11",-7.958,"1",0.0322,0.371,0,0.104,0.0702,122.99,273120
"663","Drew Holcomb & The Neighbors","Black and Blue","like",0.575,0.533,"10",-7.663,"1",0.0277,0.0759,0.000811,0.103,0.474,174.146,251794
"664","The Lumineers","Sleep On The Floor","like",0.389,0.431,"7",-8.061,"1",0.0344,0.249,0,0.13,0.275,142.14,211851
"665","The Lumineers","Sleep On The Floor","like",0.389,0.431,"7",-8.061,"1",0.0344,0.249,0,0.13,0.275,142.14,211851
"666","The Oh Hellos","Cold Is The Night","like",0.621,0.0795,"1",-17.238,"1",0.0324,0.364,0,0.197,0.403,79.986,195012
"667","The Oh Hellos","Cold Is The Night","like",0.621,0.0795,"1",-17.238,"1",0.0324,0.364,0,0.197,0.403,79.986,195012
"668","Seafret","Wildfire","like",0.587,0.58,"6",-7.867,"1",0.0329,0.252,0.00243,0.105,0.193,131.953,224800
"669","Novo Amor","Alps","like",0.353,0.311,"3",-10.377,"1",0.0321,0.965,0.0315,0.204,0.135,146.696,194160
"670","Sleeping At Last","Woodwork","like",0.191,0.426,"5",-9.877,"0",0.0375,0.548,0.0174,0.079,0.0676,86.934,236360
"671","Novo Amor","Anchor","like",0.457,0.408,"9",-11.474,"1",0.0307,0.803,0.884,0.126,0.128,117.052,257533
"672","Novo Amor","Anchor","like",0.457,0.408,"9",-11.474,"1",0.0307,0.803,0.884,0.126,0.128,117.052,257533
"673","Of Monsters and Men","Dirty Paws","like",0.364,0.604,"3",-8.024,"1",0.0353,0.1,0.0272,0.0843,0.148,111.653,271387
"674","Chris Stapleton","Scarecrow In The Garden","like",0.632,0.524,"1",-10.865,"0",0.0293,0.133,0.000903,0.148,0.645,121.566,200213
"675","William Wild","Feather","like",0.376,0.0522,"7",-19.302,"1",0.036,0.791,5.95e-06,0.124,0.193,127.81,252987
"676","Chef'Special","In Your Arms","like",0.648,0.564,"5",-10.269,"1",0.0682,0.673,0,0.115,0.377,92.958,215238
"677","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"678","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"679","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"680","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"681","Graham Colton","Life's What You Make It","like",0.655,0.686,"7",-5.701,"1",0.028,0.371,1.13e-06,0.113,0.544,112.974,186109
"682","Copeland","In Her Arms You Will Never Starve","like",0.376,0.47,"3",-8.056,"1",0.0324,0.343,0.000247,0.124,0.196,127.998,296680
"683","Penny and Sparrow","Reeth","like",0.27,0.247,"9",-15.091,"1",0.0348,0.684,0.474,0.13,0.144,129.948,256733
"684","The Sweeplings","Across the Sea","like",0.511,0.305,"0",-11.62,"1",0.0273,0.814,6.06e-06,0.0949,0.195,73.923,203760
"685","Holly Auna","Poison (Live)","like",0.598,0.362,"2",-10.443,"0",0.0332,0.811,0.0013,0.0808,0.675,75.672,171136
"686","Brooks Dixon","Begin Again","like",0.555,0.458,"2",-8.564,"1",0.0277,0.811,0.000103,0.208,0.525,111.92,196195
"687","Brooks Dixon","Anymore","like",0.656,0.478,"4",-12.381,"1",0.0309,0.54,0.00055,0.111,0.491,147.983,216747
"688","Matt C. White","Now and Then","like",0.659,0.733,"2",-8.94,"1",0.0356,0.741,0.106,0.143,0.741,100.041,131980
"689","Shaun Doyle","Light Feet","like",0.47,0.775,"9",-8.617,"1",0.0371,0.48,7.75e-06,0.0997,0.37,176.122,229933
"690","Kid Indigo","By the Ocean","like",0.563,0.388,"7",-6.039,"1",0.0594,0.835,0,0.167,0.541,95.699,180038
"691","Barry Mcloughlin","Do You Still Believe?","like",0.609,0.273,"4",-12.247,"1",0.0319,0.816,2.41e-06,0.102,0.484,81.891,222587
"692","Will and the Fox","Run With the Wolves","like",0.761,0.299,"11",-18.819,"0",0.0666,0.567,0.101,0.0996,0.742,116.434,173330
"693","Passenger","The One You love (feat. Kate Miller Heidke)","like",0.47,0.455,"6",-9.868,"1",0.0382,0.668,4.74e-06,0.139,0.357,71.663,182293
"694","Judah & the Lion","Take It All Back 2.0","like",0.446,0.801,"0",-6.397,"1",0.0305,0.00925,8.84e-05,0.13,0.765,148.071,218356
"695","Daniel Champagne","The Coast of New South Wales","like",0.473,0.247,"5",-9.926,"1",0.03,0.361,0,0.106,0.238,81.835,221720
"696","Daniel Champagne","A Bird of Paradise","like",0.6,0.424,"5",-9.223,"0",0.111,0.533,0,0.233,0.699,79.993,164440
"697","Daniel Champagne","Atlas Heart","like",0.238,0.337,"5",-8.994,"1",0.0324,0.303,0,0.0969,0.313,166.413,228013
"698","Lord Huron","The Night We Met","like",0.441,0.379,"2",-9.545,"1",0.0449,0.968,0.262,0.639,0.105,174.118,208227
"699","The Head and the Heart","Lost in My Mind","like",0.375,0.546,"2",-8.16,"1",0.0294,0.451,0.000312,0.278,0.37,95.361,259120
"700","Gabrielle Aplin","Waking Up Slow - Piano","like",0.641,0.264,"6",-6.97,"1",0.0364,0.923,0,0.0983,0.357,101.18,221419
"701","The Head and the Heart","Rivers and Roads","like",0.494,0.194,"0",-8.965,"1",0.0352,0.699,2.98e-05,0.0803,0.161,135.753,284000
"702","Vance Joy","Mess Is Mine","like",0.595,0.723,"7",-8.256,"1",0.0349,0.047,0.0286,0.0995,0.272,108.043,223640
"703","Vance Joy","Mess Is Mine","like",0.595,0.723,"7",-8.256,"1",0.0349,0.047,0.0286,0.0995,0.272,108.043,223640
"704","Kodaline","All I Want","like",0.209,0.412,"0",-9.733,"1",0.0443,0.172,0.15,0.0843,0.162,86.26,305747
"705","Kodaline","All I Want","like",0.209,0.412,"0",-9.733,"1",0.0443,0.172,0.15,0.0843,0.162,86.26,305747
"706","Vance Joy","Georgia","like",0.388,0.66,"11",-7.372,"1",0.0308,0.312,0.000307,0.0943,0.401,143.554,230507
"707","The Lumineers","Ophelia","like",0.664,0.573,"5",-6.519,"1",0.0277,0.613,0.000363,0.0857,0.566,76.023,160097
"708","Bon Iver","Skinny Love","like",0.593,0.263,"4",-14.029,"0",0.0567,0.844,5.36e-06,0.127,0.109,76.379,238520
"709","City and Colour","The Girl","like",0.404,0.542,"10",-7.578,"1",0.0349,0.837,7.21e-05,0.137,0.183,109.166,360107
"710","Of Monsters and Men","Dirty Paws","like",0.367,0.663,"3",-6.969,"1",0.0349,0.128,0.0269,0.0552,0.177,111.63,278373
"711","Of Monsters and Men","Dirty Paws","like",0.367,0.663,"3",-6.969,"1",0.0349,0.128,0.0269,0.0552,0.177,111.63,278373
"712","The Lumineers","Stubborn Love","like",0.598,0.56,"0",-11.679,"1",0.0375,0.607,0.0432,0.196,0.221,115.01,279000
"713","The Lumineers","Stubborn Love","like",0.598,0.56,"0",-11.679,"1",0.0375,0.607,0.0432,0.196,0.221,115.01,279000
"714","Bon Iver","Holocene","like",0.375,0.304,"1",-14.52,"1",0.0302,0.943,0.303,0.126,0.147,147.989,336613
"715","Bon Iver","Holocene","like",0.375,0.304,"1",-14.52,"1",0.0302,0.943,0.303,0.126,0.147,147.989,336613
"716","Hozier","Like Real People Do","like",0.539,0.179,"7",-14.33,"1",0.0309,0.921,0.393,0.106,0.145,140.01,198027
"717","Mumford & Sons","The Cave","like",0.576,0.486,"4",-9.364,"1",0.0406,0.0606,0.000143,0.093,0.337,141.951,217987
"718","Mumford & Sons","The Cave","like",0.576,0.486,"4",-9.364,"1",0.0406,0.0606,0.000143,0.093,0.337,141.951,217987
"719","Hozier","Work Song","like",0.531,0.363,"10",-7.672,"1",0.0608,0.749,0,0.112,0.259,121.412,229720
"720","Hozier","Cherry Wine - Live","like",0.415,0.11,"1",-14.901,"1",0.0388,0.951,0.00236,0.0962,0.234,81.876,240147
"721","Hozier","Cherry Wine - Live","like",0.415,0.11,"1",-14.901,"1",0.0388,0.951,0.00236,0.0962,0.234,81.876,240147
"722","Hozier","Cherry Wine - Live","like",0.415,0.11,"1",-14.901,"1",0.0388,0.951,0.00236,0.0962,0.234,81.876,240147
"723","SYML","Where's My Love - Acoustic","like",0.554,0.226,"3",-11.323,"1",0.0281,0.891,0.0321,0.107,0.229,104.005,239880
"724","The Lumineers","Flowers in Your Hair","like",0.67,0.609,"7",-10.088,"1",0.0333,0.749,6.74e-05,0.227,0.573,127.463,109736
"725","The Lumineers","Flowers in Your Hair","like",0.67,0.609,"7",-10.088,"1",0.0333,0.749,6.74e-05,0.227,0.573,127.463,109736
"726","Bon Iver","Blood Bank","like",0.494,0.372,"7",-11.89,"1",0.0331,0.964,0.0296,0.117,0.25,116.855,285160
"727","James Bay","Hold Back The River","like",0.715,0.715,"5",-7.364,"1",0.0904,0.0526,0,0.0936,0.506,134.923,238747
"728","Vance Joy","Fire and the Flood","like",0.596,0.827,"5",-4.402,"1",0.0372,0.0242,0,0.0958,0.329,115.034,249382
"729","The Head and the Heart","Another Story","like",0.352,0.45,"5",-9.881,"1",0.0293,0.546,0.127,0.283,0.114,86.937,274200
"730","The Paper Kites","Paint","like",0.364,0.308,"4",-13.052,"1",0.0402,0.896,0.00227,0.123,0.389,73.331,191773
"731","KALEO","All The Pretty Girls","like",0.466,0.496,"1",-6.606,"1",0.0302,0.626,6.22e-06,0.117,0.352,74.747,269893
"732","The Lumineers","Sleep On The Floor","like",0.389,0.431,"7",-8.061,"1",0.0344,0.249,0,0.13,0.275,142.14,211851
"733","José González","Heartbeats","like",0.589,0.177,"3",-14.891,"1",0.0325,0.977,0.714,0.0958,0.311,88.409,161680
"734","Mumford & Sons","Little Lion Man","like",0.519,0.512,"5",-7.986,"1",0.0282,0.0276,8.78e-05,0.0976,0.441,138.596,246973
"735","Bon Iver","Flume","like",0.437,0.143,"11",-17.012,"1",0.0329,0.927,0.0336,0.109,0.0868,132.87,219000
"736","Lord Huron","Ends of the Earth","like",0.55,0.579,"4",-8.622,"1",0.0297,0.267,0.0289,0.358,0.432,120.991,284147
"737","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"738","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"739","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"740","The Paper Kites","Bloom - Bonus Track","like",0.592,0.416,"1",-9.794,"1",0.0246,0.882,0.000586,0.112,0.417,96.002,210080
"741","The Head and the Heart","Down in the Valley","like",0.418,0.403,"0",-10.53,"1",0.0294,0.555,0.024,0.108,0.149,105.801,303653
"742","Iron & Wine","Flightless Bird, American Mouth","like",0.359,0.391,"3",-8.034,"1",0.026,0.795,0.0708,0.163,0.19,154.66,242226
"743","Edward Sharpe & The Magnetic Zeros","Home","like",0.542,0.589,"2",-6.623,"1",0.0318,0.292,0.000522,0.177,0.137,111.665,303200
"744","The Paper Kites","Featherstone","like",0.803,0.373,"8",-13.692,"1",0.0367,0.868,0.0266,0.104,0.636,124.921,229627
"745","Bright Eyes","First Day Of My Life","like",0.468,0.201,"4",-17.024,"1",0.0388,0.915,8.28e-05,0.0952,0.383,94.422,188800
"746","The Lumineers","Cleopatra","like",0.536,0.775,"8",-6.765,"1",0.0394,0.228,0.000143,0.0947,0.485,151.393,201413
"747","The Oh Hellos","Hello My Old Heart","like",0.557,0.299,"0",-10.634,"1",0.0266,0.624,0.0308,0.0914,0.297,90.081,256007
"748","Iron & Wine","Naked As We Came","like",0.367,0.208,"4",-16.734,"1",0.0363,0.629,0.0584,0.106,0.663,172.358,152627
"749","Family of the Year","Hero","like",0.341,0.539,"5",-5.76,"1",0.0265,0.213,6.44e-05,0.109,0.267,174.564,190280
"750","Family of the Year","Hero","like",0.341,0.539,"5",-5.76,"1",0.0265,0.213,6.44e-05,0.109,0.267,174.564,190280
"751","Family of the Year","Hero","like",0.341,0.539,"5",-5.76,"1",0.0265,0.213,6.44e-05,0.109,0.267,174.564,190280
"752","The Cinematic Orchestra","To Build A Home","like",0.264,0.128,"9",-15.443,"1",0.034,0.885,0.352,0.105,0.0774,148.499,370667
"753","The Lumineers","Dead Sea","like",0.713,0.319,"0",-11.099,"1",0.028,0.81,5.71e-06,0.142,0.472,94.043,247933
"754","Bon Iver","Wash.","like",0.31,0.145,"0",-19.276,"1",0.0303,0.99,0.275,0.076,0.323,162.808,298587
"755","Gregory Alan Isakov","The Stable Song","like",0.625,0.432,"2",-11.948,"1",0.0283,0.633,0.00242,0.127,0.361,137.926,360933
"756","Gregory Alan Isakov","The Stable Song","like",0.625,0.432,"2",-11.948,"1",0.0283,0.633,0.00242,0.127,0.361,137.926,360933
"757","Ben Howard","Keep Your Head Up","like",0.508,0.596,"4",-9.034,"0",0.0334,0.439,9.84e-06,0.111,0.4,79.36,264547
"758","Ben Howard","Keep Your Head Up","like",0.508,0.596,"4",-9.034,"0",0.0334,0.439,9.84e-06,0.111,0.4,79.36,264547
"759","The Postal Service","Such Great Heights (Performed by Iron & Wine) - Remastered","like",0.607,0.301,"6",-10.313,"1",0.0291,0.763,0.915,0.383,0.562,93.976,256227
"760","Death Cab for Cutie","I Will Follow You Into The Dark","like",0.517,0.206,"5",-12.233,"1",0.0421,0.924,0,0.118,0.489,80.401,189187
"761","The Tallest Man On Earth","Love is All","like",0.624,0.252,"2",-11.502,"1",0.03,0.931,0.000423,0.104,0.367,107,255853
"762","The Tallest Man On Earth","Love is All","like",0.624,0.252,"2",-11.502,"1",0.03,0.931,0.000423,0.104,0.367,107,255853
"763","The Lumineers","Angela","like",0.668,0.563,"4",-8.23,"1",0.0305,0.649,0.000347,0.11,0.289,130.366,201786
"764","Radical Face","Welcome Home, Son","like",0.601,0.537,"6",-9.464,"1",0.0296,0.743,0.732,0.143,0.394,144.994,285320
"765","Blind Pilot","The Story I Heard","like",0.739,0.443,"1",-13.002,"1",0.0266,0.57,0.000895,0.0798,0.502,95.538,273413
"766","Gregory Alan Isakov","Amsterdam","like",0.554,0.429,"3",-12.51,"1",0.0283,0.921,0.133,0.115,0.533,152.054,198640
"767","Isbells","Dreamer","like",0.627,0.383,"8",-13.143,"1",0.0407,0.751,0.0289,0.0984,0.421,154.028,265013
"768","The Shins","New Slang","like",0.669,0.389,"0",-11.547,"1",0.0306,0.605,0.16,0.0905,0.649,130.015,231173
"769","The Head and the Heart","Sounds Like Hallelujah","like",0.356,0.395,"0",-8.289,"1",0.0251,0.307,1.36e-06,0.332,0.258,85.904,190293
"770","The Lumineers","Gun Song","like",0.695,0.705,"7",-5.493,"1",0.0243,0.314,4.09e-05,0.0943,0.29,96.287,216547
"771","Bon Iver","Towers","like",0.35,0.334,"9",-12.412,"1",0.0323,0.945,0.703,0.273,0.131,91.592,188040
"772","The Civil Wars","Poison & Wine","like",0.285,0.186,"1",-12.729,"1",0.0288,0.76,7.3e-05,0.104,0.203,153.848,219467
"773","Houndmouth","Sedona","like",0.396,0.677,"3",-7.513,"1",0.0354,0.0372,0.000137,0.112,0.249,135.177,239880
"774","Of Monsters and Men","King And Lionheart","like",0.517,0.686,"3",-6.401,"1",0.0442,0.134,0.00362,0.113,0.238,126.524,273853
"775","The Lumineers","Gale Song","like",0.357,0.326,"0",-8.441,"1",0.0302,0.761,0.000132,0.104,0.181,176.53,193720
"776","Fleet Foxes","Helplessness Blues","like",0.324,0.463,"8",-7.247,"1",0.0336,0.0781,5.63e-06,0.103,0.2,125.295,303387
"777","Sufjan Stevens","Should Have Known Better","like",0.571,0.172,"7",-20.7,"1",0.0318,0.979,0.275,0.124,0.297,90.972,307698
"778","The Head and the Heart","All We Ever Knew","like",0.487,0.724,"0",-5.905,"1",0.0289,0.00224,1.03e-05,0.213,0.546,102.03,225560
"779","Dustin Tebbutt","Bones","like",0.555,0.652,"2",-9.093,"1",0.0358,0.596,0.316,0.1,0.188,77.028,265098
"780","Gregory Alan Isakov","If I Go, I'm Goin","like",0.496,0.0672,"3",-17.285,"1",0.0348,0.762,0.0171,0.109,0.176,114.059,267160
"781","Dave Matthews","Gravedigger - Acoustic","like",0.343,0.344,"9",-11.363,"0",0.0335,0.803,0.00165,0.117,0.512,174.444,237613
"782","KALEO","Way Down We Go","like",0.489,0.505,"10",-8.022,"0",0.117,0.579,0.000333,0.104,0.337,163.255,213707
"783","KALEO","Broken Bones","like",0.779,0.486,"5",-7.205,"1",0.193,0.802,5.76e-05,0.0992,0.654,123.993,245960
"784","KALEO","Vor í Vaglaskógi","like",0.336,0.345,"5",-6.456,"0",0.029,0.744,6.01e-06,0.182,0.0756,92.502,277267
"785","KALEO","Save Yourself","like",0.529,0.338,"8",-8.608,"1",0.035,0.515,9.26e-06,0.124,0.111,120.436,273880
"786","KALEO","I Can't Go On Without You","like",0.368,0.267,"8",-9.395,"0",0.0428,0.655,2.24e-05,0.0834,0.194,91.88,377000
